ahe,female,age,northeast,midwest,south,west,yrseduc
25.7867126465,0,62,1,0,0,0,16
17.3076915741,0,34,1,0,0,0,16
18.0288467407,1,34,1,0,0,0,16
11.5384616852,0,33,1,0,0,0,16
19.2307701111,1,44,0,0,0,1,20
31.4685306549,0,45,0,0,0,1,20
47.0089759827,0,57,1,0,0,0,16
28.8466339111,1,43,1,0,0,0,18
44.7115402222,1,58,1,0,0,0,18
38.1118888855,0,52,1,0,0,0,16
12.8205127716,1,51,1,0,0,0,16
45.6730766296,0,39,0,0,1,0,12
27.4038467407,0,36,0,0,1,0,12
22.5961532593,1,40,0,0,1,0,12
30.3846149445,0,31,0,0,1,0,14
40.8653831482,0,57,0,0,1,0,16
10.5769233704,1,54,0,0,1,0,14
10.7692308426,0,54,0,0,1,0,12
6.7307691574,1,62,0,0,1,0,10
19.8717956543,0,44,0,0,1,0,16
24.0384616852,1,45,0,0,1,0,12
20.6730766296,1,54,0,0,1,0,13
43.0298080444,0,53,0,0,1,0,13
17.2583332062,1,42,0,0,1,0,13
16.3461532593,1,32,0,0,1,0,13
29.7596149445,0,57,0,0,1,0,16
5.3254437447,0,21,0,0,1,0,12
7.6923074722,0,29,0,0,1,0,13
14.4230766296,0,64,0,0,1,0,12
20.1923084259,1,38,0,0,1,0,14
10.4895105362,0,38,0,0,1,0,12
18.4615383148,0,38,0,0,1,0,12
6.0096154213,0,22,0,1,0,0,12
13.5416669846,1,36,0,0,1,0,12
28.8461532593,0,33,0,0,1,0,12
11.8343191147,0,59,0,0,1,0,12
15.3846149445,1,54,0,0,1,0,16
12.0192308426,0,40,0,0,1,0,14
17.7884616852,1,36,0,0,1,0,16
11.5384616852,0,30,0,0,1,0,12
9.1346149445,1,27,0,0,1,0,12
43.2692298889,1,47,0,0,1,0,16
28.8461532593,0,29,0,0,1,0,13
7.2115383148,1,46,0,0,1,0,12
30,0,40,1,0,0,0,16
22.1153850555,0,49,0,1,0,0,12
7.8895463943,1,41,0,1,0,0,12
13.4615383148,1,32,0,1,0,0,12
15.8653850555,0,31,0,1,0,0,16
6.5934066772,1,33,0,1,0,0,12
15.3846149445,1,53,0,1,0,0,18
13.1081733704,1,40,0,1,0,0,14
7.4519228935,1,59,0,1,0,0,13
21.8831729889,1,42,0,1,0,0,18
19,0,42,0,1,0,0,12
21.6346149445,1,57,0,1,0,0,18
21.6346149445,0,56,0,1,0,0,18
5.7692308426,0,35,0,1,0,0,16
38.75,0,49,0,1,0,0,20
2.7403845787,1,31,0,1,0,0,18
38.4615402222,0,45,0,1,0,0,16
36.9822502136,0,53,0,1,0,0,12
19.2307701111,0,49,0,1,0,0,14
14.6153850555,0,28,0,0,0,1,16
12.0192308426,1,52,0,1,0,0,14
12.0192308426,1,40,0,1,0,0,12
7.3249998093,1,45,0,1,0,0,12
11.875,0,52,0,1,0,0,13
23.75,1,37,0,1,0,0,16
16.8269233704,1,53,0,1,0,0,13
25,0,32,0,1,0,0,12
23.7111110687,0,46,0,1,0,0,13
17.3076915741,0,61,0,1,0,0,12
34.1346168518,1,26,0,1,0,0,18
13.4615383148,0,37,0,1,0,0,14
18.9102573395,0,48,0,1,0,0,12
9.6153850555,0,22,0,1,0,0,12
12.0192308426,1,51,0,1,0,0,12
11.2338457108,0,26,0,1,0,0,12
12.9807691574,1,35,0,1,0,0,12
10.096154213,0,32,0,1,0,0,16
16.1943321228,1,58,0,1,0,0,12
2.1367521286,0,59,0,1,0,0,12
6.4102563858,1,50,0,1,0,0,14
9.3406591415,0,54,0,1,0,0,12
13.301281929,0,63,0,1,0,0,14
8.125,0,31,0,1,0,0,9
31.1538467407,1,50,1,0,0,0,18
9.6153850555,1,62,1,0,0,0,13
40.8653831482,0,39,1,0,0,0,16
25.6410255432,1,50,0,0,0,1,16
24.0384616852,0,55,1,0,0,0,13
15.3846149445,0,49,1,0,0,0,12
11.5384616852,1,36,1,0,0,0,12
12.0192308426,0,38,1,0,0,0,12
23.0769233704,0,57,1,0,0,0,12
12.5,0,28,1,0,0,0,9
12.5,0,34,1,0,0,0,16
5.7692308426,1,38,1,0,0,0,12
38.4615402222,0,48,1,0,0,0,16
20.1612911224,0,38,1,0,0,0,12
25,1,54,1,0,0,0,16
22.3076915741,0,58,1,0,0,0,18
11.1111106873,1,28,0,1,0,0,16
19.1836738586,0,29,0,1,0,0,14
13.4615383148,1,42,1,0,0,0,16
16.5384616852,0,45,1,0,0,0,16
6.9261131287,1,55,1,0,0,0,12
5.9399037361,0,56,1,0,0,0,12
4.8951048851,1,24,1,0,0,0,12
10.7376070023,1,43,1,0,0,0,16
16.8269233704,0,30,1,0,0,0,12
40.3846168518,1,49,1,0,0,0,18
31.7307701111,1,31,1,0,0,0,16
24.2914981842,1,29,1,0,0,0,16
23.0769233704,0,47,1,0,0,0,13
11.6396760941,1,46,1,0,0,0,13
12.9807691574,0,53,1,0,0,0,12
15.1821861267,0,58,1,0,0,0,14
10.5769233704,1,64,1,0,0,0,12
7.2115383148,0,41,0,0,1,0,12
14.4230766296,0,37,1,0,0,0,14
8.7980766296,0,33,1,0,0,0,12
38.4615402222,1,40,1,0,0,0,16
7.1005916595,0,35,1,0,0,0,12
13.9423074722,1,32,1,0,0,0,12
29.0598297119,0,59,1,0,0,0,16
29.8076915741,1,57,1,0,0,0,14
10.2564105988,1,30,1,0,0,0,16
18.4615383148,0,42,1,0,0,0,12
17.3931617737,0,21,1,0,0,0,12
16.8269233704,1,26,1,0,0,0,14
12.5,1,24,1,0,0,0,12
7.5,1,37,1,0,0,0,12
24.0384616852,0,52,1,0,0,0,12
16.8269233704,1,51,1,0,0,0,12
11.1806793213,0,31,1,0,0,0,14
6.25,1,34,1,0,0,0,12
28.8461532593,0,43,1,0,0,0,12
24.0384616852,1,40,1,0,0,0,14
11.0576925278,0,34,1,0,0,0,14
11.4444446564,0,52,1,0,0,0,12
8.653845787,1,53,1,0,0,0,12
7.8125,0,28,1,0,0,0,14
31.25,1,60,1,0,0,0,12
23.9316234589,0,47,1,0,0,0,14
7.0500001907,0,38,1,0,0,0,9
13.4615383148,1,56,1,0,0,0,12
27.0146522522,0,42,1,0,0,0,14
14.1745195389,1,50,1,0,0,0,16
15.8653850555,0,62,1,0,0,0,10
12.8205127716,0,50,1,0,0,0,12
21.367521286,0,35,1,0,0,0,12
24.7252750397,1,52,1,0,0,0,14
22.1893482208,1,58,1,0,0,0,16
11.1750001907,1,58,1,0,0,0,12
7.2115383148,0,44,1,0,0,0,9
4.3269228935,1,39,1,0,0,0,9
16.3461532593,0,37,1,0,0,0,13
14.4230766296,1,25,1,0,0,0,16
5.2197804451,1,24,1,0,0,0,16
17.5824184418,1,35,1,0,0,0,13
31.7523078918,1,61,0,1,0,0,20
10.1214570999,1,43,1,0,0,0,14
4.2307691574,1,47,0,1,0,0,16
6.7307691574,1,33,0,0,1,0,16
36.0572128296,0,47,0,0,1,0,10
31.25,0,40,0,0,1,0,14
15.7692308426,0,31,0,0,1,0,12
16.6320171356,1,37,0,0,1,0,12
18.2692298889,0,55,0,0,1,0,14
8.653845787,1,56,0,0,1,0,12
15.3846149445,0,60,0,0,1,0,12
24.0384616852,0,49,0,0,1,0,12
20.7692298889,0,52,0,0,1,0,16
15.5925159454,1,47,0,0,1,0,16
11.5384616852,0,35,0,0,1,0,12
8.9743585587,1,33,0,0,1,0,14
16.2393169403,0,37,0,0,1,0,14
11.5384616852,0,39,0,0,1,0,16
9.6153850555,1,41,0,0,1,0,12
17.9765892029,0,25,0,0,1,0,12
6,0,46,0,0,1,0,12
13.4615383148,1,31,0,0,1,0,13
16.5,0,43,0,0,1,0,13
14.4230766296,0,30,0,0,1,0,12
6.5934066772,0,23,0,0,1,0,12
5.5,0,25,0,0,1,0,12
18.2692298889,1,62,0,0,1,0,12
12.0192308426,0,25,0,0,1,0,12
48.0769233704,0,46,0,0,1,0,13
21.7396450043,0,36,0,0,1,0,12
7.5,1,36,0,0,1,0,10
18.75,0,56,0,0,1,0,13
14.4230766296,0,55,0,0,1,0,14
22.7272720337,0,64,0,0,1,0,13
21.1538467407,1,51,0,0,1,0,16
10,0,46,0,0,1,0,11
25,1,47,1,0,0,0,18
20.5750007629,0,34,1,0,0,0,12
18.75,1,32,1,0,0,0,12
38.4615402222,0,38,1,0,0,0,16
10.5769233704,1,23,1,0,0,0,12
12.9807691574,0,30,1,0,0,0,13
10.1214570999,1,29,1,0,0,0,12
16.8269233704,0,50,1,0,0,0,12
7.6923074722,1,44,1,0,0,0,12
3.3653845787,1,40,1,0,0,0,14
14.4230766296,0,45,1,0,0,0,12
8.25,0,37,1,0,0,0,12
14.7802200317,1,49,1,0,0,0,16
18.5439567566,0,50,1,0,0,0,16
16.3461532593,1,61,0,0,1,0,12
5.3418803215,0,48,0,0,1,0,18
22.3474960327,1,47,0,0,1,0,18
40.8653831482,0,44,0,0,1,0,16
45.6730766296,1,38,0,0,1,0,16
26.4423084259,1,51,0,0,1,0,11
15.3846149445,0,48,0,0,1,0,12
11.0576925278,1,49,0,0,1,0,12
19.2307701111,1,35,0,0,1,0,13
19.2307701111,0,40,0,0,1,0,12
45.6730766296,0,59,0,0,1,0,12
16.1538467407,0,40,0,0,1,0,12
26.9230766296,0,38,0,0,1,0,16
13.3136091232,0,38,0,0,1,0,12
12.8365383148,1,43,0,0,1,0,12
59.1346168518,0,38,0,0,1,0,13
23.0769233704,0,47,0,0,1,0,13
19.2307701111,0,28,0,0,1,0,12
48.0769233704,1,28,0,0,1,0,16
8,1,42,0,0,1,0,13
2.8846154213,0,28,0,0,1,0,12
9.3971157074,1,28,0,0,1,0,10
20.2429141998,0,40,0,0,1,0,12
12.1457490921,1,40,0,0,1,0,12
9.783654213,1,38,0,0,1,0,12
9.482211113,1,46,0,0,1,0,12
9.6153850555,0,33,0,0,1,0,12
11.9658117294,0,31,0,0,1,0,16
21.6346149445,1,36,1,0,0,0,14
17.3076915741,0,34,1,0,0,0,13
28.8461532593,1,38,1,0,0,0,16
20.6730766296,1,41,1,0,0,0,12
31.4349117279,0,61,1,0,0,0,13
5.7692308426,1,53,1,0,0,0,11
21.6346149445,1,40,1,0,0,0,14
14.7058820724,0,47,1,0,0,0,12
11.9427881241,1,58,1,0,0,0,10
14.4230766296,1,37,1,0,0,0,13
18.0769233704,0,39,1,0,0,0,16
46.1538467407,0,38,1,0,0,0,19
24.5192298889,1,45,1,0,0,0,18
17.0673084259,0,49,1,0,0,0,12
28.8461532593,1,41,1,0,0,0,14
40.8653831482,0,40,1,0,0,0,14
44.2307701111,0,40,1,0,0,0,18
16.8269233704,1,60,1,0,0,0,12
22.7272720337,0,60,1,0,0,0,12
42.735042572,1,54,1,0,0,0,16
21.6346149445,0,49,1,0,0,0,12
17.3076915741,1,39,1,0,0,0,12
10.5769233704,1,40,0,1,0,0,14
8.4615383148,0,41,1,0,0,0,16
33.3333320618,1,44,1,0,0,0,16
20.6730766296,0,36,1,0,0,0,16
